Image,Original Name,Word Count Range,Sentence Number,Image Sequence,Font Size,Font Style,Blur Level,Background Color,Gold Label,Response
141,40-60_5_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,5,2,18,Jameel Noori Nastaleeq,1.75,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشائی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اور قدرتی آفات سے محفوظ کے پرہیز خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کی بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی ہے۔
142,40-60_5_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,5,3,24,Jameel Noori Nastaleeq,0,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشیائی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اور قدرتی آفات سے تحفظ کے پروگرام پر خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی۔
143,40-60_5_04_base_18_Alvi Nastaleeq.jpg,40-60,5,4,18,Alvi Nastaleeq,0,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشیائی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اور قدرتی آفات سے تحفظ کے پروگرام پر خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی۔
144,40-60_5_05_base_18_Nafees Nastaleeq.jpg,40-60,5,5,18,Nafees Nastaleeq,0,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشائی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحول کی اور قدرتی آفات سے محفوظ پروگرام پر خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کی قرض کی منظوری دی۔
145,40-60_6_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,6,1,12,Jameel Noori Nastaleeq,0,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,پاکستان اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا ہدف عبور کر گئی، ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کر رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
146,40-60_6_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,6,2,18,Jameel Noori Nastaleeq,0,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج نے نئی تاریخ رقم کر دی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا سنگ میل عبور کر گئی، ہنڈرڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کر رہی ہے۔ گزشتہ روز کارو بار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
147,40-60_6_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,6,2,18,Jameel Noori Nastaleeq,0,light_yellow,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج نے نئی تاریخ رقم کر دی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار یونٹس کا سنگ میل عبور کر گئی، ہنڈرڈ انڈیکس کی 1066 پوائنٹس پر ٹریڈ کر رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
148,40-60_6_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,6,2,18,Jameel Noori Nastaleeq,0,slate_gray,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج نے نئی تاریخ رقم ہو گئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 900 پوائنٹس کا منفی میل عبور کر گئی۔ ہنڈرڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پر اختتام پذیر ہوئی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
149,40-60_6_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,6,2,18,Jameel Noori Nastaleeq,1.25,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,پاکستان اسٹاک مارکیٹ نے نئی تاریخ رقم کر دی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا ہنگ میمل عبور کر گئی۔ ہنڈرڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ ہو رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
150,40-60_6_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,6,2,18,Jameel Noori Nastaleeq,1.75,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک مارکیٹ نے نئی تاریخ رقم ہو گئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس پر پیش قدمی کر رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
151,40-60_6_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,6,3,24,Jameel Noori Nastaleeq,0,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج نے نئی تاریخ رقم کر دی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا سنگ میل عبور کر گئی، ہنڈرڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کر رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
152,40-60_6_04_base_18_Alvi Nastaleeq.jpg,40-60,6,4,18,Alvi Nastaleeq,0,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,سینچری نے نئی تاریخ رقم کر دی، اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا سنگ میل عبور کر گئی، ہنڈریڈ انڈیکس میں 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کر رہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
153,40-60_6_05_base_18_Nafees Nastaleeq.jpg,40-60,6,5,18,Nafees Nastaleeq,0,0,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچنج نے نئی تاریخ رقم ہوگئی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزارپوائنٹس کا سنگ میل عبورکرگئی،ہنڈریڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ کررہی ہے۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔   ,کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج نے نئی تاریخ رقم کی۔ اسٹاک مارکیٹ تاریخ میں پہلی بار 90 ہزار پوائنٹس کا سنگ میل عبور کر گئی، ہنڈرڈ انڈیکس کی 1066 پوائنٹس بڑھ کر 90012 پوائنٹس پر ٹریڈ ہو رہی ہے۔ گزشتہ روز کاروبار کے اختتام اسٹاک مارکیٹ 88 ہزار 945 پوائنٹس پر بند ہوئی تھی۔
154,40-60_7_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,7,1,12,Jameel Noori Nastaleeq,0,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,"کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی شدید مندی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج 100 انڈیکس 703 پوائنٹس کے اضافے سے 88,194 پر بند ہوئی۔"
155,40-60_7_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,7,2,18,Jameel Noori Nastaleeq,0,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,"کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ""ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی، پاکستان اسٹاک ""ایکسچینج 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آ گیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔"
156,40-60_7_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,7,2,18,Jameel Noori Nastaleeq,0,light_yellow,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,"کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ""ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی، پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آ گیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔"
157,40-60_7_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,7,2,18,Jameel Noori Nastaleeq,0,slate_gray,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,کاروباری ہفتے کے چوتھے روز بھی پاکستان اسٹاک مارکیٹ میں آج شدید مندی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی۔ پاکستان اسٹاک ایکسچینج 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر پہنچ گیا۔ ٹریڈنگ روزگار دوبارہ کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پر بند ہوئی۔
158,40-60_7_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,7,2,18,Jameel Noori Nastaleeq,1.25,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,"کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ""ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی، 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آ گیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔"
159,40-60_7_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,7,2,18,Jameel Noori Nastaleeq,1.75,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج ہنڈرڈ انڈیکس میں 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آ گیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔
160,40-60_7_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,7,3,24,Jameel Noori Nastaleeq,0,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی، پاکستان اسٹاک کے 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔
161,40-60_7_04_base_18_Alvi Nastaleeq.jpg,40-60,7,4,18,Alvi Nastaleeq,0,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی شدید تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج تاریخ کی بلند ترین سطح پر پہنچ گئی، پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔
162,40-60_7_05_base_18_Nafees Nastaleeq.jpg,40-60,7,5,18,Nafees Nastaleeq,0,0,کاروباری ہفتے کے چوتھے روز پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جارہا ہے۔ کاروبار کے آغاز پرپاکستان اسٹاک ایکسچینج تاریخ کی بلندترین سطح پرپہنچ گئی،پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آگیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بندہوئی۔      ,پاکستان اسٹاک مارکیٹ میں آج بھی مثبت تیزی کا رجحان دیکھا جا رہا ہے۔ کاروبار کے آغاز پر پاکستان اسٹاک ایکسچینج کا 100 انڈیکس 703 پوائنٹس کے اضافے سے 88 ہزار 194 پر آ گیا۔ گزشتہ روز کاروبار کے اختتام پر پاکستان اسٹاک مارکیٹ 87 ہزار 194 پوائنٹس پر بند ہوئی۔
163,40-60_8_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,8,1,12,Jameel Noori Nastaleeq,0,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگی۔ رپورٹس کے مطابق ستمبر میں سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ فی واٹ سولر پینلز کی قیمتیں انٹرنیشنل مارکیٹ میں ستمبر میں 50 فیصد تک گری ہیں۔
164,40-60_8_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,8,2,18,Jameel Noori Nastaleeq,0,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیڈیم بیٹری میں 50 فیصد تک گر گئی ہیں۔
165,40-60_8_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,8,2,18,Jameel Noori Nastaleeq,0,light_yellow,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹ ٹرسٹ کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ فی واٹ سولر پینلز کی قیمتیں ڈویلپرز کے مطابق انٹرنیشنل مارکیٹ میں قیمتیں 50 فیصد تک گر گئی ہیں۔
166,40-60_8_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,8,2,18,Jameel Noori Nastaleeq,0,slate_gray,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سونے چاندی کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹ کے مطابق پاکستان بھر میں سونے چاندی کی قیمتوں میں 30 سے 32 روپے کی سٹک کم ہوئی ہیں۔ ڈالر کے مقابلے میں مارکٹ میں یتیم 50 فیصد تک کر رہی ہیں۔
